ButterflyName223,悌鸟翼凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName224,小阔条纹蝶,,,,,,,,,,,,,,,,,,
ButterflyName225,蓝紫锦斑蝶,,,,,,,,,,,,,,,,,,
ButterflyName226,相思带蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName227,巴马加绿鸟翼凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName228,黄襟蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName229,布鲁岛裳凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName230,绿带燕尾蝶,,,,,,,,,,,,,,,,,,
ButterflyName301,非洲青凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName302,亚历山大鸟翼凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName303,维多利亚鸟翼凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName304,极乐鸟翼凤蝶,,,,,,,,,,,,,,,,,,
ButterflyName305,东方之珠蝶,,,,,,,,,,,,,,,,,,
ButterflyName306,梦幻闪蝶,,,,,,,,,,,,,,,,,,
ButterflyName307,塞浦路斯闪蝶,,,,,,,,,,,,,,,,,,
ButterflyName308,88多涡蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName309,蓝豹律蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName310,猫头鹰蝶,,,,,,,,,,,,,,,,,,
ButterflyName311,琉球紫蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName312,玫瑰水晶眼蝶,,,,,,,,,,,,,,,,,,
ButterflyName313,绿幻紫斑蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName314,孔雀蛱蝶,,,,,,,,,,,,,,,,,,
ButterflyName315,光明女神闪蝶,,,,,,,,,,,,,,,,,,
ButterflyName316,非洲长翅凤蝶,,,,,,,,,,,,,,,,,,
MyTheme,我的主题,,,,,,,,,,,,,,,,,,
DrawOne,抽取一张,,,,,,,,,,,,,,,,,,
GoldFoilInLevels,再过{0}关出现金箔,,,,,,,,,,,,,,,,,,
ConsecutiveIdiom,连出金箔字样成语,,,,,,,,,,,,,,,,,,
GetTicket,获得金箔,,,,,,,,,,,,,,,,,,
CollectTheme,累计金箔抽取主题,,,,,,,,,,,,,,,,,,
Congrats,恭喜获得,,,,,,,,,,,,,,,,,,
Later,下次再说,,,,,,,,,,,,,,,,,,
UseNow,现在使用,,,,,,,,,,,,,,,,,,
NoTicket,金箔不足！,,,,,,,,,,,,,,,,,,
ThemeName01,翠谷幽林,,,,,,,,,,,,,,,,,,
ThemeName02,林光花语,,,,,,,,,,,,,,,,,,
ThemeName03,翠岭云溪,,,,,,,,,,,,,,,,,,
ThemeName04,冬日秘境,,,,,,,,,,,,,,,,,,
ThemeName05,流金岁月,,,,,,,,,,,,,,,,,,
ThemeName06,绿野晴光,,,,,,,,,,,,,,,,,,
ThemeName07,暮霞水境,,,,,,,,,,,,,,,,,,
ThemeName08,秋日一隅,,,,,,,,,,,,,,,,,,
ThemeName09,霜溪幽林,,,,,,,,,,,,,,,,,,
ThemeName10,霞染峰峦,,,,,,,,,,,,,,,,,,
ThemeName11,雪岭澄湖,,,,,,,,,,,,,,,,,,
ThemeName12,幽林秘境,,,,,,,,,,,,,,,,,,
ThemeName13,雨雾之窗,,,,,,,,,,,,,,,,,,
ThemeName14,云深古寺,,,,,,,,,,,,,,,,,,
ThemeName15,竹影溪畔,,,,,,,,,,,,,,,,,,
ZL01,蝉眠,,,,,,,,,,,,,,,,,,
ZL02,初觉,,,,,,,,,,,,,,,,,,
ZL03,知静,,,,,,,,,,,,,,,,,,
ZL04,渐息,,,,,,,,,,,,,,,,,,
ZL05,止观,,,,,,,,,,,,,,,,,,
ZL06,入静,,,,,,,,,,,,,,,,,,
ZL07,初悟,,,,,,,,,,,,,,,,,,
ZL08,渐悟,,,,,,,,,,,,,,,,,,
ZL09,破执,,,,,,,,,,,,,,,,,,
ZL10,见性,,,,,,,,,,,,,,,,,,
ZL11,通达,,,,,,,,,,,,,,,,,,
ZL12,无碍,,,,,,,,,,,,,,,,,,
ZL13,自在,,,,,,,,,,,,,,,,,,
ZL14,随缘,,,,,,,,,,,,,,,,,,
ZL15,入境,,,,,,,,,,,,,,,,,,
ZL16,心安,,,,,,,,,,,,,,,,,,
ZL17,神凝,,,,,,,,,,,,,,,,,,
ZL18,气定,,,,,,,,,,,,,,,,,,
ZL19,内观,,,,,,,,,,,,,,,,,,
ZL20,明澈,,,,,,,,,,,,,,,,,,
ZL21,合一,,,,,,,,,,,,,,,,,,
ZL22,无我,,,,,,,,,,,,,,,,,,
ZL23,悟空,,,,,,,,,,,,,,,,,,
ZL24,空明,,,,,,,,,,,,,,,,,,
ZL25,寂静,,,,,,,,,,,,,,,,,,
ZL26,常住,,,,,,,,,,,,,,,,,,
ZL27,无住,,,,,,,,,,,,,,,,,,
ZL28,涅槃,,,,,,,,,,,,,,,,,,
ZL29,圆满,,,,,,,,,,,,,,,,,,
ZL30,金蝉,,,,,,,,,,,,,,,,,,
ZL31,知了,,,,,,,,,,,,,,,,,,
ZL32,蝉鸣,,,,,,,,,,,,,,,,,,
ZL33,空蝉,,,,,,,,,,,,,,,,,,
ZL34,如如,,,,,,,,,,,,,,,,,,
ZL35,涅槃寂静,,,,,,,,,,,,,,,,,,
ZL36,禅,,,,,,,,,,,,,,,,,,
AC01,蛰伏待机,,,,,,,,,,,,,,,,,,
AC02,开始觉察,,,,,,,,,,,,,,,,,,
AC03,知道要静,,,,,,,,,,,,,,,,,,
AC04,念头渐息,,,,,,,,,,,,,,,,,,
AC05,止观双运,,,,,,,,,,,,,,,,,,
AC06,入静得定,,,,,,,,,,,,,,,,,,
AC07,初窥门径,,,,,,,,,,,,,,,,,,
AC08,日有所增,,,,,,,,,,,,,,,,,,
AC09,破我执法执,,,,,,,,,,,,,,,,,,
AC10,见自本性,,,,,,,,,,,,,,,,,,
AC11,融会贯通,,,,,,,,,,,,,,,,,,
AC12,心无挂碍,,,,,,,,,,,,,,,,,,
AC13,来去自如,,,,,,,,,,,,,,,,,,
AC14,顺其自然,,,,,,,,,,,,,,,,,,
AC15,入禅定境,,,,,,,,,,,,,,,,,,
AC16,心安即是归处,,,,,,,,,,,,,,,,,,
AC17,神气凝聚,,,,,,,,,,,,,,,,,,
AC18,气沉神定,,,,,,,,,,,,,,,,,,
AC19, 向内看,,,,,,,,,,,,,,,,,,
AC20,心如明镜,,,,,,,,,,,,,,,,,,
AC21, 物我合一,,,,,,,,,,,,,,,,,,
AC22,忘我之境,,,,,,,,,,,,,,,,,,
AC23,悟到空性,,,,,,,,,,,,,,,,,,
AC24,空中明朗,,,,,,,,,,,,,,,,,,
AC25,寂静无为,,,,,,,,,,,,,,,,,,
AC26,真如常住,,,,,,,,,,,,,,,,,,
AC27,无所住而生其心,,,,,,,,,,,,,,,,,,
AC28,寂灭为乐,,,,,,,,,,,,,,,,,,
AC29,功德圆满,,,,,,,,,,,,,,,,,,
AC30,蜕变成金,,,,,,,,,,,,,,,,,,
AC31,蝉鸣枝头，通透了悟 ,,,,,,,,,,,,,,,,,,
AC32,一蝉鸣，众山响,,,,,,,,,,,,,,,,,,
AC33,空即是蝉，蝉即是空,,,,,,,,,,,,,,,,,,
AC34,如如不动,,,,,,,,,,,,,,,,,,
AC35,最高境界,,,,,,,,,,,,,,,,,,
AC36,万法归一，即是禅,,,,,,,,,,,,,,,,,,
Level,第 {0}级,,,,,,,,,,,,,,,,,,
ZenBoard,禅意榜,,,,,,,,,,,,,,,,,,
ZenRoad,禅修之路,,,,,,,,,,,,,,,,,,
ZenState,禅意之境：,,,,,,,,,,,,,,,,,,
Current,当前,,,,,,,,,,,,,,,,,,
NextLevel,下一级,,,,,,,,,,,,,,,,,,
world,世界,,,,,,,,,,,,,,,,,,
Monthly,月榜,,,,,,,,,,,,,,,,,,
Worthy,禅贤阁,,,,,,,,,,,,,,,,,,
MonthlyWorthy,月榜和禅贤阁,,,,,,,,,,,,,,,,,,
MonthlyReset,月榜每月1日重置,,,,,,,,,,,,,,,,,,
BeatLevel,完成关卡,,,,,,,,,,,,,,,,,,
CollectLotus,获得莲花,,,,,,,,,,,,,,,,,,
EnterTop,进入前3名,,,,,,,,,,,,,,,,,,
AcquireBox,获得宝箱,,,,,,,,,,,,,,,,,,
JoinWorthy,进入禅贤阁！,,,,,,,,,,,,,,,,,,
PoorNetwork,当前网络不佳，请检查网络连接,,,,,,,,,,,,,,,,,,
Refresh,20分钟刷新一次,,,,,,,,,,,,,,,,,,
Reset,20分钟刷新一次，每月1日重置,,,,,,,,,,,,,,,,,,
OpenBoard,达到 {0} 后开启,,,,,,,,,,,,,,,,,,
LastEnd,上月排名结束,,,,,,,,,,,,,,,,,,
Ranktext1,排名第 <size=80><color=#FFDC74>1</color></size> ，独占鳌头，实至名归！,,,,,,,,,,,,,,,,,,
Ranktext2,排名第 <size=80><color=#FFDC74>2</color></size> ，技惊四座，势如破竹！,,,,,,,,,,,,,,,,,,
Ranktext3,排名第 <size=80><color=#FFDC74>3</color></size> ，出类拔萃，未来可期！,,,,,,,,,,,,,,,,,,
ReceiveAward,领取奖励,,,,,,,,,,,,,,,,,,
NORank,本轮您未获得名次，再接再厉！,,,,,,,,,,,,,,,,,,
nickname,我的昵称,,,,,,,,,,,,,,,,,,
loadText01,玩成语就像扫地，每天都是修行。,,,,,,,,,,,,,,,,,,
loadText02,成语像一颗种子，碎片时间种下种子，静待花开。,,,,,,,,,,,,,,,,,,
loadText03,脑子越转越亮，成语越消越舒畅。,,,,,,,,,,,,,,,,,,
loadText04,我们生活的目的是幸福。,,,,,,,,,,,,,,,,,,
loadText05,你唯一应该努力超越的人，就是昨天的自己。,,,,,,,,,,,,,,,,,,
loadText06,生活 10% 取决于你如何创造，90% 取决于你如何对待。,,,,,,,,,,,,,,,,,,
loadText07,对着镜子微笑。每天早晨这样做，你就会开始看到生活中的巨大变化。,,,,,,,,,,,,,,,,,,
loadText08,你时间有限，所以不要浪费时间过别人的生活。,,,,,,,,,,,,,,,,,,
loadText09,生活就像骑自行车。要保持平衡，你必须不断前进。,,,,,,,,,,,,,,,,,,
loadText10,一旦你用积极的想法取代消极的想法，你就会开始得到积极的结果。,,,,,,,,,,,,,,,,,,
loadText11,取得进步的秘诀就是开始行动。,,,,,,,,,,,,,,,,,,
loadText12,我们靠所得来谋生，但我们靠付出而生活。,,,,,,,,,,,,,,,,,,
loadText13,光知道是不够的，我们必须去运用。光有意愿是不够的，我们必须去行动。,,,,,,,,,,,,,,,,,,
loadText14,迈出信心的第一步。,,,,,,,,,,,,,,,,,,
loadText15,开始行动的方法就是停止空谈，立即动手。,,,,,,,,,,,,,,,,,,
loadText16,你的态度，而非天资，决定了你的高度。,,,,,,,,,,,,,,,,,,
loadText17,消除的不是字块，是内心的烦躁。,,,,,,,,,,,,,,,,,,
loadText18,焦虑的时候，消除一些成语，心就定了。,,,,,,,,,,,,,,,,,,
loadText19,成语是古人的微信句子，字里藏着乾坤。,,,,,,,,,,,,,,,,,,
loadText20,玩成语给脑子开光，方块字里修禅。,,,,,,,,,,,,,,,,,,
loadText21,加载的不是进度，是一个个处世锦囊。,,,,,,,,,,,,,,,,,,
loadText22,每次连消都是木鱼轻叩，杂念顿消。,,,,,,,,,,,,,,,,,,
loadText23,无论生活给我带来什么，我都会接受并且心存感激。,,,,,,,,,,,,,,,,,,
loadText24,幸福的真正秘诀在于对日常生活的所有细节产生真正的兴趣。,,,,,,,,,,,,,,,,,,
loadText25,坚持不懈是成功的关键。,,,,,,,,,,,,,,,,,,
loadText26,只要我们坚持得够久，就能做成任何想做的事。,,,,,,,,,,,,,,,,,,
loadText27,最终，重要的不是你生命中的岁月，而是你岁月中的生命。,,,,,,,,,,,,,,,,,,
loadText28,态度是一件小事，却能带来巨大的改变。,,,,,,,,,,,,,,,,,,
loadText29,无论你走到哪里，都要传播爱。让任何来找你的人，离开时都比来时更快乐。,,,,,,,,,,,,,,,,,,
loadText30,创造力是智慧在玩耍。,,,,,,,,,,,,,,,,,,
loadText31,问题不是停止的标志，而是指导方针。,,,,,,,,,,,,,,,,,,
loadText32,最重要的是尽力激励人们，使他们能够在自己想做的事情上取得成功。,,,,,,,,,,,,,,,,,,
loadText33,你要成为你想在世界上看到的改变。,,,,,,,,,,,,,,,,,,
loadText34,我们最大的弱点在于放弃。最可靠的成功之道永远是再试一次。,,,,,,,,,,,,,,,,,,
loadText35,相信自己能做到，你就已经成功了一半。,,,,,,,,,,,,,,,,,,
loadText36,每天动脑30分钟，你会睡的更香。,,,,,,,,,,,,,,,,,,
loadText37,今天消除的成语，是明日脱口而出的闪光。,,,,,,,,,,,,,,,,,,
loadText38,勇气是抵抗恐惧、控制恐惧，而不是没有恐惧。,,,,,,,,,,,,,,,,,,
loadText39,仰望星空，脚踏实地。,,,,,,,,,,,,,,,,,,
loadText40,锻炼你的大脑，放松你的心灵。,,,,,,,,,,,,,,,,,,
loadText41,放松手指，享受这美妙时刻。,,,,,,,,,,,,,,,,,,
loadText42,人生最令人满足的事，就是能够将自己的很大一部分奉献给他人。,,,,,,,,,,,,,,,,,,
loadText43,不要沉湎于过去，不要幻想未来，专注于当下。,,,,,,,,,,,,,,,,,,
loadText44,黑暗无法驱散黑暗，只有光明才能做到。仇恨无法驱散仇恨，只有爱才能做到。,,,,,,,,,,,,,,,,,,
loadText45,重要的不是发生在你身上的事情，而是你对此如何反应。,,,,,,,,,,,,,,,,,,
loadText46,世界上最美好、最美丽的事物是看不见或摸不着的，必须用心去感受。,,,,,,,,,,,,,,,,,,
loadText47,它总是看起来不可能，直到它完成为止。,,,,,,,,,,,,,,,,,,
loadText48,我无法给你一个保证成功的方法，但我可以给你一个失败的公式：试图时时刻刻取悦所有人。,,,,,,,,,,,,,,,,,,
loadText49,预测未来的最佳方式就是亲手创造它。,,,,,,,,,,,,,,,,,,
loadText50,勇气并非总是咆哮。有时勇气是一天结束时那个小小的声音，说着“明天我会再试一次”。,,,,,,,,,,,,,,,,,,
loadText51,昨天是历史，明天是未知，今天是礼物，这就是我们为什么称它为现在。,,,,,,,,,,,,,,,,,,
loadText52,完美是无法实现的，但只要我们追求完美，我们就能获得卓越。,,,,,,,,,,,,,,,,,,
loadText53,做你内心认为正确的事——反正你都会被批评。,,,,,,,,,,,,,,,,,,
loadText54,生活中的许多失败者，是那些在放弃时没有意识到自己离成功有多近的人。,,,,,,,,,,,,,,,,,,
loadText55,幸福不在于拥有财物，也不在于黄金，幸福存在于心灵之中。,,,,,,,,,,,,,,,,,,
loadText56,人们会忘记你说过的话，也会忘记你做过的事，但他们永远不会忘记你让他们感受到的情感。,,,,,,,,,,,,,,,,,,
DailyVictory,每日胜利,,,,,,,,,,,,,,,,,,
WinDays,天连胜,,,,,,,,,,,,,,,,,,
Su,周日,,,,,,,,,,,,,,,,,,
Mo,周一,,,,,,,,,,,,,,,,,,
Tu,周二,,,,,,,,,,,,,,,,,,
We,周三,,,,,,,,,,,,,,,,,,
Th,周四,,,,,,,,,,,,,,,,,,
Fr,周五,,,,,,,,,,,,,,,,,,
Sa,周六,,,,,,,,,,,,,,,,,,
Day1Text,新的开始，总是值得期待,,,,,,,,,,,,,,,,,,
Day2Text,第二天，你已经比大多数人走得更远,,,,,,,,,,,,,,,,,,
Day3Text,三天了，习惯正在悄悄形成,,,,,,,,,,,,,,,,,,
Day4Text,大多数人在这里放弃，而你选择了继续,,,,,,,,,,,,,,,,,,
Day5Text,五连胜！你已超越昨天的自己,,,,,,,,,,,,,,,,,,
Day6Text,只剩一步，你正在创造纪录,,,,,,,,,,,,,,,,,,
Day7Text,七天达成！你可以做到任何事,,,,,,,,,,,,,,,,,,
FirstWin,回归首胜,,,,,,,,,,,,,,,,,,
FirstWinRewards,领取您精彩表现的奖励，首战告捷！,,,,,,,,,,,,,,,,,,
ADPopReceive,领取,,,,,,,,,,,,,,,,,,
Continue,继续,,,,,,,,,,,,,,,,,,
Exit,退出,,,,,,,,,,,,,,,,,,
PrivacyAgreement01,欢迎体验我们的应用！点击可查看我们的 <href=https://mindwordplay.cn/yhxy>服务条款</href> 和 <href=https://agreement-drcn.hispace.dbankcloud.cn/index.html?lang=zh&agreementId=1750050033266373376>隐私政策</href> ，如您同意，可点击「继续」进入应用。,,,,,,,,,,,,,,,,,,
CharacterProfile,个人档案,,,,,,,,,,,,,,,,,,
StartDate,{0}年{1}月开始,,,,,,,,,,,,,,,,,,
ZenLevel,禅意等级,,,,,,,,,,,,,,,,,,
ZenScore,禅意积分,,,,,,,,,,,,,,,,,,
LongestWinDay,最长连胜天数,,,,,,,,,,,,,,,,,,
FillIdioms,成语填字,,,,,,,,,,,,,,,,,,
LongestCombo,最长连击,,,,,,,,,,,,,,,,,,
FourIdioms,四字成语,,,,,,,,,,,,,,,,,,
NonFourIdioms,非四字成语,,,,,,,,,,,,,,,,,,
LevelReached,当前等级,,,,,,,,,,,,,,,,,,
MaxLevel,最高等级,,,,,,,,,,,,,,,,,,
Achievement,成就,,,,,,,,,,,,,,,,,,
MyAchievements,我的成就,,,,,,,,,,,,,,,,,,
UnderWay,进行中,,,,,,,,,,,,,,,,,,
AchievedSuccess,已获成就,,,,,,,,,,,,,,,,,,
UnlockedAchievements,未解锁的成就,,,,,,,,,,,,,,,,,,
LevelProgress,关卡进度,,,,,,,,,,,,,,,,,,
LearnedIdioms,掌握成语,,,,,,,,,,,,,,,,,,
NumberLikes,已获  <size=><color=#>{0}</color></size> 次赞,,,,,,,,,,,,,,,,,,
Visiting,参观,,,,,,,,,,,,,,,,,,
ExitVisiting,退出参观,,,,,,,,,,,,,,,,,,
UnlockedButterfly,该用户暂未解锁蝶园,,,,,,,,,,,,,,,,,,
DataLoading,发现历史数据，努力加载中...,,,,,,,,,,,,,,,,,,
HistoricalData,检测到一份历史数据！,,,,,,,,,,,,,,,,,,
DataEffect,是否应用这份数据？,,,,,,,,,,,,,,,,,,
Use,应用,,,,,,,,,,,,,,,,,,
GiveUp,放弃,,,,,,,,,,,,,,,,,,
AchievementUnlock1,达成《集叶达人》成就可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock2,达成《破冰达人》成就可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock3,达成《拾花达人》成就可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock4,赢得鱼跃龙门即可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock5,莲心榜达到《初见》可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock6,莲心榜达到《红定》可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock7,莲心榜达到《映雪》可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock8,莲心榜达到《金圆》可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock9,达成《连击大师》成就可解锁此头像框！,,,,,,,,,,,,,,,,,,
AchievementUnlock10,达成《完美大神》成就可解锁此头像框！,,,,,,,,,,,,,,,,,,
CopyAccountId,复制我的ID,,,,,,,,,,,,,,,,,,
DoubleHit,达成连击{0}次,,,,,,,,,,,,,,,,,,
BreakIce,消除{0}块冰块,,,,,,,,,,,,,,,,,,
CollectLeaves,收集{0}片叶子,,,,,,,,,,,,,,,,,,
PickFlowers,消除{0}朵花朵,,,,,,,,,,,,,,,,,,
Perfect,完美通关{0}次,,,,,,,,,,,,,,,,,,
DoubleHit1,连击达人,,,,,,,,,,,,,,,,,,
DoubleHit2,连击大师,,,,,,,,,,,,,,,,,,
DoubleHit3,连击大神,,,,,,,,,,,,,,,,,,
BreakIce1,破冰达人,,,,,,,,,,,,,,,,,,
BreakIce2,破冰大师,,,,,,,,,,,,,,,,,,
BreakIce3,破冰大神,,,,,,,,,,,,,,,,,,
CollectLeaves1,集叶达人,,,,,,,,,,,,,,,,,,
CollectLeaves2,集叶大师,,,,,,,,,,,,,,,,,,
CollectLeaves3,集叶大神,,,,,,,,,,,,,,,,,,
PickFlowers1,拾花达人,,,,,,,,,,,,,,,,,,
PickFlowers2,拾花大师,,,,,,,,,,,,,,,,,,
PickFlowers3,拾花大神,,,,,,,,,,,,,,,,,,
Perfect1,完美达人,,,,,,,,,,,,,,,,,,
Perfect2,完美大师,,,,,,,,,,,,,,,,,,
Perfect3,完美大神,,,,,,,,,,,,,,,,,,
achievetag1,屈指可数,,,,,,,,,,,,,,,,,,
achievetag2,凤毛麟角,,,,,,,,,,,,,,,,,,
achievetag3,吉光片羽,,,,,,,,,,,,,,,,,,
CountDown,{0}时{0}分,,,,,,,,,,,,,,,,,,
BeginnerBonus,新手奖励,,,,,,,,,,,,,,,,,,
BonusRule,在  <size=80><color=#FFDC74>24</color></size> 小时内通过 <size=80><color=#FFDC74>30</color></size> 关，赢取  <size=80><color=#FFDC74>500</color></size> 枚金币！,,,,,,,,,,,,,,,,,,
BonusaChieve,挑战在 <size=80><color=#FFDC74>24</color></size> 小时内完成！你赢得了 <size=80><color=#FFDC74>500</color></size> 枚金币奖励！,,,,,,,,,,,,,,,,,,
JoinNow,立即参与！,,,,,,,,,,,,,,,,,,
ContinueChallenge,继续挑战,,,,,,,,,,,,,,,,,,
AchievementLongText1,只有{0}%的玩家达成这项成就,,,,,,,,,,,,,,,,,,
AchievementLongText2,{0}%的玩家已达成这项成就,,,,,,,,,,,,,,,,,,
